2284,2206
2793,2278
1741,2333
2341,1697
731,2660
2593,1216
1926,1690
1622,1907
1787,2447
1364,2463
1847,1729
2590,2022
1218,1964
2251,2050
1484,2311
2683,1843
1098,2282
1616,2348
2059,1886
2528,1692
2724,2317
2727,2040
2358,2239
1846,1948
1878,2437
1073,1889
974,1743
1502,1700
2518,1637
2776,2210
2457,2194
1899,2545
2719,1549
2440,1732
1659,1931
2222,2519
1937,2205
782,1993
2028,2891
894,2123
1808,1973
1732,2230
1056,2221
944,2406
1515,1725
1513,1780
2499,1660
852,2047
993,2330
1625,1832
2029,1754
2745,1977
729,2424
1764,1633
2174,2118
1080,1832
1967,1905
1531,1824
1244,2278
2189,2957
1559,2782
2031,2222
1859,2212
1328,2265
498,2887
2370,2251
1827,2260
811,2397
1890,2033
1085,2722
1260,1859
1924,1952
343,2011
2564,1795
893,2656
426,1416
713,1829
1237,2624
766,1629
2748,2321
963,2159
516,2115
1700,1808
1966,2267
1565,1929
2318,2527
1142,2061
1613,2028
1902,2019
1801,2187
2008,2057
1406,1891
1825,3001
864,1570
1674,2162
2497,2206
419,1233
2157,2192
2468,2396
2737,1600
1646,2227
1813,2793
363,1719
1569,2430
1987,2137
1421,1879
2241,2356
2298,1626
888,1747
1746,2962
669,1878
2043,2190
2631,1878
1064,1819
2061,1979
2253,2428
1562,2629
977,1316
1333,2005
2703,1294
869,1457
2295,1940
1958,1745
2017,2080
588,2240
2060,3077
1762,2505
1020,2138
853,2381
2770,2246
2500,1806
1774,2546
2595,1767
907,2396
1998,1656
2401,2696
2094,1315
2105,1634
2792,2432
1325,2426
1886,2049
2784,1981
1680,1470
2512,2689
689,1865
1395,1592
2355,2563
2775,2152
1534,1905
1033,1853
2686,1970
1070,1615
1413,1563
1833,1839
722,1821
1485,2421
1922,2598
2123,1912
2522,1886
2095,2125
792,1858
1071,2385
1397,1572
816,1837
1451,2364
1480,1363
1953,2218
2322,1992
1738,2456
2615,2358
551,2078
837,2173
1763,1856
2068,2232
1566,2453
1028,1738
719,2327
1976,2794
2670,2355
2313,2526
2644,1707
913,2033
479,2127
1668,1978
2587,2224
2682,1587
1133,1929
1930,2586
2771,2584
2702,1868
1507,2596
2767,2364
2131,2142
2127,2194
2025,2137
1210,2579
2375,2666
1492,2117
1102,1875
308,1681
2352,2257
1880,2585
2319,2467
1837,2070
1949,1590
2708,2399
340,1951
2676,1880
2780,1706
1479,1857
986,2303
1894,2245
351,1265
2647,2448
1182,2023
2140,2899
2024,1805
2399,2740
1525,1846
2747,1247
1228,2455
2076,2084
2147,2374
2722,2649
1810,1819
1236,1870
2475,2727
1521,2430
1487,2113
1370,1952
1982,1678
1943,1584
1167,1360
1353,2354
2201,2584
2418,2243
697,1941
314,2211
1498,3121
2480,1895
2445,1643
1954,2001
1806,2006
1920,2201
1315,1846
1575,2135
1731,1931
702,1891
2524,1185
1303,2324
1781,2014
1685,1705
1861,2306
1869,2474
391,1673
2079,2151
1905,2165
2293,2086
2635,1784
1643,1779
2728,1996
2602,1967
1831,2072
1655,2431
1651,1949
2181,2044
552,1337
1546,2509
1336,2828
1834,1846
957,2224
1101,1940
1220,2218
385,2330
1511,2098
923,1563
1346,3230
2510,1810
700,1855
2395,2895
940,1327
1225,1462
1350,1550
2442,1780
2388,2114
2359,1813
1148,1697
2394,2225
1039,2679
2733,1938
1640,1762
1107,2692
783,1560
1169,2291
361,1742
1990,1786
502,1585
2798,1778
2472,1418
2103,2138
902,2926
430,1609
1970,1475
1419,2769
2169,2084
1549,1998
1068,1692
1127,1413
1914,2126
1497,1807
1349,2342
1193,1752
2286,2197
767,2319
2021,1894
2777,2496
611,2397
827,2127
1159,2347
2027,2122
2093,2125
1593,1710
1398,2385
2534,2582
2791,1952
1394,1964
324,1986
1046,1670
1175,2020
2484,2032
1850,1807
2100,1883
2516,2035
1856,2659
1490,2076
1719,2479
2463,2449
1221,2418
703,2910
843,1854
2106,2134
2425,2045
954,1721
2398,1735
854,1883
2431,2526
1975,1748
1332,2046
563,1834
1290,2971
464,1586
2610,1682
1785,2010
1852,1820
2509,2351
1671,1818
1572,1816
2170,2466
2191,2006
2280,1693
522,2101
1540,2530
554,1872
841,1931
2347,2321
2297,1978
1116,1876
770,1923
1162,2471
1722,1829
1942,2349
2310,2235
1526,2083
2561,2151
2525,1717
2795,1925
2544,1721
2563,1857
1125,2107
2040,1943
2311,1619
1409,1981
2317,2143
1800,2112
1876,1847
1911,1778
1048,2129
2308,2319
2730,2485
664,1897
1025,1652
1055,2776
490,2246
1853,2784
449,1952
813,2032
1561,3110
987,1760
2800,1921
1105,2036
2270,2225
2137,2061
1147,1788
2233,3001
2479,2053
581,1951
1146,3285
405,1918
2007,1842
1784,2279
1331,1751
2277,2928
1083,2464
758,2584
2523,1940
1740,2306
1688,2365
1455,2824
1110,1996
1229,1807
1683,1918
1495,2969
2274,2954
2231,2781
1728,2185
1812,1804
1928,2092
2288,1700
2605,1878
1045,1819
1253,2049
2360,1944
2380,1976
1523,2682
699,2041
428,1512
1554,2631
1412,2132
2300,1328
2350,1850
1149,2070
371,1200
1628,2153
2168,1218
860,2020
1011,1912
310,1453
2729,2546
2519,2208
1720,2885
1952,2436
2221,1803
1921,2239
997,1978
922,1467
2743,2295
2723,2482
523,2067
590,2255
1641,1947
1841,2684
695,2411
1310,2259
2697,1842
1158,2579
1656,2390
451,1228
1177,2157
2206,2093
1960,2060
1385,2425
870,3203
1855,2294
1259,2598
1230,1417
2071,2315
817,2331
1845,2361
1344,1826
1848,2285
1898,2072
912,1824
1307,1878
2788,1681
2549,1761
2257,2004
1007,2068
2011,2293
2124,2578
2267,2104
2520,2674
2349,2035
1941,1994
2470,2029
1443,1672
1923,2469
2133,2734
1285,2399
2526,2710
1889,1987
1313,1971
1957,2981
2149,1889
1727,2227
1369,2203
480,1394
2268,1907
2774,1592
2210,2415
2601,2749
411,1972
1222,2453
771,1975
973,2203
1283,1697
1514,2396
1631,1966
1627,3023
775,1736
1211,1863
2694,2852
1138,2036
2572,2471
2542,1784
2473,3076
873,1669
454,1392
1539,2061
1945,1429
686,1975
682,2181
2619,1576
779,2099
1106,2054
2782,2236
1748,2158
467,1488
1108,2271
1235,2782
1288,1616
557,2383
694,2996
487,1533
2404,1610
701,2309
757,1908
2498,1989
1677,2119
2658,2393
2381,2021
1695,1558
2461,2436
938,1735
744,1889
1929,1828
1246,1742
2609,3120
1881,2073
2366,2379
1993,1886
356,1685
1871,2050
586,1935
1862,1855
412,2140
2036,2195
2129,2736
