3460,2421
5657,1835
4290,1785
2275,1583
6812,1892
1147,1603
6331,2028
1620,1700
4182,2104
3098,1426
4884,2226
4338,1808
7140,2365
2977,2011
7006,1642
1404,1615
2221,2436
2980,2123
821,1951
5169,2410
3435,1865
2647,2258
5144,2524
514,1587
135,1276
1409,1618
6790,2258
1458,1259
4009,1592
6688,1941
6430,1370
639,1683
3037,2025
1720,2050
2838,2417
1380,1555
1796,2885
1399,1963
6941,2160
4313,1249
1595,1796
6263,1630
4854,2220
200,1597
2491,2126
145,1208
6151,1535
7047,2646
1506,2800
3533,2621
5172,2387
6916,2302
2506,2394
3024,1195
1110,1562
5411,2117
4449,1443
1343,1262
2748,1154
2490,2427
4042,2030
2898,1732
3807,2078
1047,1323
1874,2396
4315,2456
4981,1997
3929,1408
634,2406
3408,2151
3277,2099
988,2187
6191,2329
3742,2430
910,1349
4684,1834
689,1470
291,1793
1990,1658
5813,1904
6466,2070
120,1208
1284,2109
1419,2239
458,1935
6313,2325
3106,1804
6389,1491
669,2587
202,1306
1139,1848
6267,2731
1354,2851
2504,1800
105,1411
5439,2820
5363,2342
5061,2700
7132,1690
2340,2505
6595,1379
6231,2569
2619,2084
6567,2017
3930,2039
412,1788
1331,1508
189,1318
5973,1273
5495,2165
3670,1914
2429,1686
4837,2306
309,1717
2687,2010
2134,2367
1998,2702
4924,2368
1994,2012
5896,2585
3906,1739
3503,1843
5922,2426
5628,1258
1522,2244
3925,3662
4958,1946
2075,1655
4384,2117
5178,1944
6710,2037
3417,2980
6152,1384
3287,2698
245,1389
552,2296
396,1351
5140,1855
5967,2041
5682,1441
4558,1932
2220,2339
421,2132
393,1954
362,1448
6670,1309
4519,2758
612,1999
6281,1463
4299,2166
7002,2027
2044,1578
4700,1769
7044,1938
1771,2261
4205,3102
6090,1807
175,1334
1680,2648
3543,1856
1098,2114
7077,2570
230,1233
6215,1792
2078,2158
1019,1099
1464,2123
2267,1424
2651,2112
7193,2863
2461,1928
5697,1078
3948,2801
906,2170
3699,1748
3110,1806
626,1479
1356,1376
1947,2415
5810,1866
3546,1832
4800,1491
1177,1767
2803,2098
1519,1431
6635,1709
4497,1848
2149,1874
4670,1991
7038,1666
896,1372
3313,1684
1540,1726
3161,1978
3301,1672
5599,1554
6707,1909
6686,1746
80,796
675,1332
4689,1434
414,1535
4650,2359
6902,2021
469,2122
485,1635
3482,1953
1306,1611
1267,2017
4297,1633
3088,1954
611,1310
5359,1940
4038,1875
5541,2706
3480,1852
242,1259
6852,1893
6359,2041
956,2150
1018,1993
4915,1310
1040,1775
5521,2767
1294,1980
268,1399
4655,2505
4417,1656
6945,2932
2007,2192
3029,2213
2659,2318
4122,2709
4418,2649
1798,1981
1417,1169
3985,1930
5151,1541
4527,1833
5176,2262
5459,1338
3244,2372
1967,2534
515,1337
2448,1799
5802,1910
851,1735
2355,1586
2492,1893
3363,1590
2788,1770
4829,1821
3020,1018
698,1780
3474,1828
4131,1275
1503,2217
1528,2504
6810,1703
4723,2343
3828,1998
5305,2327
6050,1894
666,2050
3172,2144
1937,2262
847,1750
5089,2177
1700,1667
1049,2256
288,1667
6405,2057
4170,1994
2578,1503
685,1686
2542,2646
6955,1422
4890,1066
1477,1530
2827,2473
4972,1992
4694,2009
1926,1521
4067,2612
4190,1559
4172,2563
3665,2370
6324,1586
2260,1315
6787,2000
3903,2220
2468,2727
5364,2057
4883,1616
5284,1906
954,1965
4453,2131
530,1797
2616,1524
6479,1355
6811,2320
1686,2185
2831,1670
5138,1941
4987,2538
7072,2125
4241,2430
4344,1915
765,1503
5818,3115
4380,1592
6574,1432
587,1278
2529,1363
1933,2163
3208,2035
947,1704
5274,2566
3403,2819
3205,2107
4743,2300
4397,3102
30,875
2326,1283
4588,2544
564,1787
4381,2368
2081,1823
4436,2155
4150,1337
5844,1457
2419,2443
7167,1717
363,1229
1172,1768
3980,2586
5384,2051
2054,2087
6245,1875
6921,1564
6233,1680
1915,1201
1273,1761
6236,1809
1097,1867
4183,2438
6541,1834
2583,1911
5754,2455
874,1890
5873,1700
5996,1641
448,2130
5642,1836
1713,1956
3853,1811
480,1738
1966,1317
1598,2045
3498,2864
5237,2281
3858,1611
2417,2443
5591,1659
6162,2107
3797,2054
4022,2510
3743,1397
2653,1875
1919,2202
4254,1584
5543,1211
3388,3471
6342,2235
1808,1487
3915,1673
6382,1830
4541,2153
